,Index,Tamil,English
1567,1567, ரசாயன ஆயுதங்களை பயன்படுத்த தயாராகிறதா ரஷ்யா? உக்ரைனால் அதிகரிக்கும் பதற்றம்.. எச்சரிக்கும் நேட்டோ , Is Russia preparing to use chemical weapons? NATO warns of increasing tension due to Ukraine
1568,1568,"சீனாவை தொடர்ந்து வியட்நாம், தென் கொரியாவிலும் கொரோனா அதிகரிப்பு.. என்ன காரணம்? பின்னணி! ","After China, Vietnam and South Korea also have an increase in Corona.. What is the reason? Background!"
1569,1569,ஜப்பானின் புகுஷிமா அருகே 7.3 ரிக்டர் அளவில் பெரும் நிலநடுக்கம்.. சுனாமி எச்சரிக்கை! ," 7.3-magnitude earthquake near Fukushima, Japan.. Tsunami warning!"
1570,1570,போரை உடனே நிறுத்துங்க.. ரஷ்யாவுக்கு கடிவாளம் போட்ட சர்வதேச நீதிமன்றம்.. ஆட்டத்தை நிறுத்துமா ரஷ்யா? , Stop the war immediately.. The International Court of Justice has reined in Russia.. Will Russia stop the game?
1571,1571,இப்போதைக்கு முடியாது போல.. இஸ்ரேலில் பரவும் புதிய வகை கொரோனா.. விமான நிலையத்தில் 2 பேருக்கு உறுதி.! , It seems that it is not possible for now.. A new type of corona spreading in Israel.. 2 people are confirmed at the airport.!
1572,1572,"""எனக்காக போராடிய மற்றொரு தாய் செங்கொடி"".. நினைவிடத்தில் பேரறிவாளன் உருக்கம் ","""Another mother who fought for me is a red flag""."
1573,1573,உத்தரப்பிரதேச அமைச்சராகும் முலாயம் சிங் மருமகள்.. - அபர்ணா யாதவை வைத்து யோகி போடும் புதுக்கணக்கு! , Uttar Pradesh Minister Mulayam Singh's daughter-in-law.
1574,1574,எல்லோரும் வீட்ல இருந்தீங்கன்னா MAYல மீட் பண்ணலாம்.. இல்லன்னா ‘மேல’ தான் மீட் பண்ணனும்," If you all are at home, we can meet in MAY. Otherwise, meet 'above'."
1575,1575," ""பெட்ரோல் போட்டு கட்டுப்படி ஆகல!"" கடுப்பில் குதிரை வாங்கி.. அதில் ஆபிஸ் போகும் மகாராஷ்டிரா இளைஞர்"," ""It's not expensive to put gasoline!"" A Maharashtra youth buys a horse in bridle and goes to office on it"
1576,1576,வரலாறு எழுதப்படும் போது.. தப்பான பக்கத்தில் இருப்பீங்க! ரஷ்ய போர்.. இந்தியாவிற்கு அமெரிக்கா வார்னிங் ,When history is written.. be on the wrong side! Russian War.. America Warning to India
1577,1577,சீனாவை அடுத்து.. அமெரிக்காவில் திடீரென தலை தூக்கும் ஸ்டெல்த் ஓமிக்ரான்.. அறிகுறிகள் என்ன தெரியுமா? , After China.. Stealth Omicron is suddenly raising its head in America.. Do you know what the symptoms are?
1578,1578,80 வருடங்களில் நடக்காத அவலம்.. ப்ளீஸ் உதவுங்கள்! அமெரிக்கா நாடாளுமன்றத்தில் கலங்கிய உக்ரைன் அதிபர்! , An accident that has not happened in 80 years.. Please help! President of Ukraine disturbed in the US Parliament!
1579,1579,மயிலாப்பூரில் பங்குனிப்பெருவிழா கோலாகலம் - 63 நாயன்மார்களுடன் காட்சியளித்த கபாலீஸ்வரர் ,Panguniperuvizha Kolakalam in Mylapore - Kapaleeswarar with 63 Nayanmars
1580,1580, 15வது ஜெய்ப்பூர் இலக்கிய விழா.. முன்னாள் பிரதமர் நேரு மரபு குறித்த சுவாரசிய விவாதத்துடன் நிறைவு, The 15th Jaipur Literary Festival concludes with an interesting discussion on the legacy of former Prime Minister Nehru
1581,1581,"பத்திரிக்கை அடித்து, வளையல் அணிவித்து.. நாய்க்கு நடந்த வளைகாப்பு! - அசத்திய சேலத்து குடும்பம்! "," Hitting the magazine, wearing a bracelet.. Baby shower for the dog! - The Incredible Salem Family!"
1582,1582,ரவுடி நீராவி முருகன் நெல்லை மாவட்டம் களக்காடு அருகே போலீஸ் என்கவுண்டரில் சுட்டுக்கொலை , Rowdy steamer Murugan shot dead in police encounter near Kalakadu in Nellai district
1583,1583,யார் இந்த நீராவி முருகன்: போலீஸ் தேடுதல் வேட்டை முதல் என்கவுண்டர் வரை பதற வைக்கும் திரில் கதை ,Who is this Steamy Murugan: A thrilling thriller from police chase to encounter
